"342/0001","PREVIEWS #344 ONLY MAY 2017",,"2.50",,,"DIAMOND PUBLICATIONS"
"342/0002","MARVEL PREVIEWS #344 ONLY MAY 2017",,"0.75",,,"MARVEL COMICS"
"342/0003","PREVIEWS AND MARVEL PREVIEWS #344 MAY 2017",,"2.50",,,"DIAMOND PUBLICATIONS"
"342/0004","CUSTOMER ORDER FORM PREVIEWS #344 MAY 2017 ",,"0.00",,,"DIAMOND PUBLICATIONS"
"342/0012","GAME TRADE MAGAZINE #207",,"0.75",,,"DIAMOND PUBLICATIONS"
"342/0014","DIAMOND BOOKSHELF #23",,"0.20",,,"DIAMOND PUBLICATIONS"
"342/0015","PREDATOR HUNTERS #1",,"2.95",,,"DARK HORSE"
"342/0016","PREDATOR HUNTERS #1 VELASCO VAR",,"2.95",,,"DARK HORSE"
"342/0017","ALIENS DEAD ORBIT #2",,"2.95",,,"DARK HORSE"
"342/0018","ALIENS OMNIBUS TP 02 (CURR PTG)",,"18.25",,,"DARK HORSE"
"342/0019","ALIENS OMNIBUS TP 03 (CURR PTG)",,"18.25",,,"DARK HORSE"
"342/0020","ALIENS OMNIBUS TP 04",,"18.25",,,"DARK HORSE"
"342/0021","ALIENS OMNIBUS TP 05",,"18.25",,,"DARK HORSE"
"342/0022","MASS EFFECT DISCOVERY #1",,"2.95",,,"DARK HORSE"
"342/0023","MASS EFFECT DISCOVERY #1 NIEMCZYK VAR",,"2.95",,,"DARK HORSE"
"342/0024","DRAGON AGE KNIGHT ERRANT #1",,"2.95",,,"DARK HORSE"
"342/0025","DRAGON AGE HC 01 SILENT GROVE",,"11.50",,,"DARK HORSE"
"342/0026","DRAGON AGE HC 02 THOSE WHO SPEAK",,"11.50",,,"DARK HORSE"
"342/0027","DRAGON AGE HC 03 UNTIL WE SLEEP",,"11.50",,,"DARK HORSE"
"342/0028","DOTA 2 COMIC COLLECTION HC","Our Price","16.67","Reduced from","22.99","DARK HORSE"
"342/0029","CONAN THE SLAYER #10",,"2.95",,,"DARK HORSE"
"342/0030","CONAN TP 03 TOWER OF THE ELEPHANT & STORIES",,"11.99",,,"DARK HORSE"
"342/0031","DARK MATTER TP 01 REBIRTH",,"11.50",,,"DARK HORSE"
"342/0032","NEIL GAIMAN AMERICAN GODS SHADOWS #3 (MR)",,"2.95",,,"DARK HORSE"
"342/0033","NEIL GAIMAN AMERICAN GODS SHADOWS #3 MACK VAR (MR)",,"2.95",,,"DARK HORSE"
"342/0034","SHAOLIN COWBOY WHOLL STOP THE REIGN #2 (MR)",,"2.95",,,"DARK HORSE"
"342/0035","SHAOLIN COWBOY WHOLL STOP THE REIGN #2 CHO VAR (MR)",,"2.95",,,"DARK HORSE"
"342/0036","SHAOLIN COWBOY ADVENTURE MAGAZINE TP",,"11.99",,,"DARK HORSE"
"342/0037","LEAD POISONING PENCIL ART OF GEOF DARROW HC","Our Price","23.19","Reduced from","31.99","DARK HORSE"
"342/0038","BLACK HAMMER #9 RUBIN MAIN",,"2.95",,,"DARK HORSE"
"342/0039","BLACK HAMMER #9 LEMIRE VAR",,"2.95",,,"DARK HORSE"
"342/0040","REBELS THESE FREE & INDEPENDENT STATES #3",,"2.95",,,"DARK HORSE"
"342/0041","DEPT H #14",,"2.95",,,"DARK HORSE"
"342/0042","DEPT H HC 02 AFTER THE FLOOD","Our Price","13.04","Reduced from","17.99","DARK HORSE"
"342/0043","ETHER TP 01 DEATH OF THE LAST GOLDEN BLAZE","Our Price","10.14","Reduced from","13.99","DARK HORSE"
"342/0044","BLACK SINISTER HC",,"7.40",,,"DARK HORSE"
"342/0045","GUILD LIBRARY EDITION HC 01","Our Price","32.62","Reduced from","44.99","DARK HORSE"
"342/0046","WB DUBAYS THE ROOK ARCHIVES HC","Our Price","13.04","Reduced from","17.99","DARK HORSE"
